Total_Price,Nbr_trips_per_wk,Total_Exp_wk_perc,Raw_meats_wk,Vegetables_wk,Cooking_base_wk,Breakfast_wk,Transport_wk,Electronics_wk,Education_wk,Cosmetics_and_selfcare_wk,Clothes_and_shoes_wk,Expenditure_per_wk,prediction
1299.0,8,0.4840296305128701,1,2,0,0,0,0,0,4,5,2683.7200000000003,2636.4048162701247
108.19,7,0.6280257734950948,3,11,3,0,0,0,1,1,0,172.27,170.01623197761953
15.89,5,0.2769740282377549,2,12,0,0,19,0,0,3,0,57.37,57.36999588318073
62.41,7,0.3841797476146507,5,5,0,0,2,0,0,2,1,162.45,162.4500011392424
6.48,6,0.1306451612903225,2,9,1,1,0,0,2,1,0,49.6,49.59999969245483
25.72,14,0.1830735283650081,3,4,0,0,0,1,0,0,0,140.49,140.49000251365834
10.43,9,0.1889150516210831,2,11,1,0,0,0,0,0,0,55.21,55.209998007944456
1.49,7,0.0511675824175824,2,10,0,0,0,0,0,1,0,29.12,29.11999947671285
10.26,7,0.182627269490922,3,17,3,0,0,0,0,3,0,56.18,60.08727622523849
24.4,5,0.1164233228361485,2,8,0,0,22,1,0,0,0,209.58,209.58000071845868
0.8,11,0.0190340233166785,0,0,0,0,0,0,0,0,1,42.03,42.03000200639043
16.19,5,0.0772497375703788,2,8,0,0,22,1,0,0,0,209.58,209.57999928068625
1.4,11,0.0105049898701883,3,11,0,4,0,0,0,0,0,133.27,133.2699985064013
4.23,6,0.0273026528109468,2,3,0,0,0,2,0,0,0,154.93,154.92999759830337
6.85,5,0.2065741857659831,3,11,0,0,0,0,0,1,0,33.16,33.15999592649054
1.59,9,0.028799130592284,2,11,1,0,0,0,0,0,0,55.21,55.210004600861474
3.93,7,0.0699537201851192,3,17,3,0,0,0,0,3,0,56.18,56.18000203990156
48.99,4,0.6146800501882058,5,7,0,0,0,0,0,0,0,79.7,79.69999911755403
11.77,6,0.204695652173913,4,7,7,0,0,0,0,3,0,57.5,58.483486094173365
8.2,4,0.1228464419475655,2,4,0,3,0,0,0,3,0,66.75,66.75000425026839
18.99,5,0.3737453257232828,1,3,0,0,0,0,0,1,0,50.81,50.810002447081374
2.0,4,0.0326957658983161,2,5,1,2,0,0,0,0,1,61.17,104.33544730022908
26.31,10,0.101161181175023,3,8,0,3,5,0,1,0,0,260.08,260.08000216171683
10.49,6,0.0937947067238912,1,8,1,0,2,0,0,0,0,111.84,111.84000449561351
13.86,4,0.1739021329987452,5,7,0,0,0,0,0,0,0,79.7,79.69999867976914
6.0,10,0.0946670874092773,3,6,2,0,0,0,0,1,0,63.38,63.438057431994075
12.43,5,0.2865375749193177,4,11,7,0,0,0,0,1,0,43.38,43.3799981935136
9.98,5,0.0955115322040386,1,0,0,0,0,0,0,0,0,104.49,104.49000085696616
6.49,4,0.1684401764858552,2,7,2,0,0,0,0,1,0,38.53,38.52525727272098
1.05,3,0.08816120906801,1,10,3,1,0,0,0,0,0,11.91,11.909996943179678
3.68,5,0.0570189030058878,4,3,3,0,0,0,0,2,0,64.54,64.5400047408934
6.78,3,0.2134760705289672,4,8,3,0,0,0,0,1,0,31.76,31.76000357763145
6.46,11,0.0484730246867261,3,11,0,4,0,0,0,0,0,133.27,133.30449971012493
10.0,3,0.2931691586045148,2,11,0,1,0,0,0,1,0,34.11,33.72487443894262
7.35,5,0.1565495207667731,3,7,0,0,0,0,0,0,0,46.95,46.94937377381278
16.17,6,0.1162138852953859,2,6,1,2,0,0,1,0,0,139.14,139.1400000192678
2.19,5,0.1083621969322117,2,0,0,2,0,0,0,0,0,20.21,20.210000200821966
5.5,11,0.1308589103021651,0,0,0,0,0,0,0,0,1,42.03,42.0830659695642
1.74,9,0.0077367718986216,2,7,2,0,0,1,0,0,2,224.9,224.899996570486
10.47,5,0.1747329773030707,2,5,0,4,0,0,0,7,0,59.92,59.920000762634395
10.47,2,0.5114802149487054,2,9,1,0,0,0,0,0,0,20.47,22.474711344856573
8.53,3,0.2921232876712328,3,9,0,0,0,0,1,3,0,29.2,29.200000816545483
8.2,6,0.0875600640683395,4,2,0,0,0,0,3,4,0,93.65,93.64999544450266
6.5,9,0.0634331999609641,4,27,7,0,1,0,0,2,0,102.47,102.47385055091081
4.2,6,0.1155433287482806,3,7,0,3,0,0,0,1,0,36.35,36.34999374813009
2.68,8,0.0482535109830752,7,12,0,0,0,0,0,1,0,55.54,55.54000142141238
3.9,3,0.0987591795391238,5,7,1,3,0,0,0,0,0,39.49,39.32158811077673
24.91,3,0.6307926057229678,5,7,1,3,0,0,0,0,0,39.49,39.49000105238525
20.64,5,0.0586763702524448,3,18,3,0,0,0,0,0,0,351.76,200.03103046825106
9.35,2,0.2722772277227723,1,5,0,1,0,0,0,0,0,34.34,34.33989019408328
32.99,1,1.0,0,0,0,0,0,0,0,0,0,32.99,32.99000047448405
7.2,11,0.0418385728397931,1,0,0,1,3,0,1,3,2,172.09,172.09000316095597
4.0,7,0.0728332119446467,3,11,0,0,0,0,0,3,0,54.92,59.50328651069114
10.0,8,0.129399585921325,6,14,4,0,0,0,0,2,0,77.28,77.14197130383388
10.08,6,0.1393998063891577,2,7,0,0,1,0,0,0,0,72.31,80.93841166390456
0.8,9,0.0348432055749128,0,0,0,0,0,0,0,0,0,22.96,22.56904087191502
15.5,8,0.0057755652601612,1,2,0,0,0,0,0,4,5,2683.7200000000003,2683.720001011399
2.14,11,0.0303632236095346,3,12,1,0,0,0,0,1,3,70.48,70.52894662069923
5.37,6,0.0617667356797791,4,10,0,3,0,0,0,0,1,86.94,86.93999593661934
11.18,4,0.040855106888361,2,5,0,1,0,0,0,1,0,273.65000000000003,273.6500029175427
5.5,3,0.1352348168182935,0,0,0,0,0,1,0,0,0,40.67,40.67000021437319
5.88,10,0.0226084281759458,3,8,0,3,5,0,1,0,0,260.08,260.0799966426832
3.78,5,0.1292749658002736,2,8,0,0,0,0,0,3,0,29.24,29.239995084009593
15.19,6,0.2100677637947725,2,7,0,0,1,0,0,0,0,72.31,72.3102046664133
35.25,9,0.2729807171067916,3,11,0,5,0,0,0,1,1,129.13,129.13000227348238
14.49,11,0.1087266451564493,3,11,0,4,0,0,0,0,0,133.27,133.2808728836019
5.45,4,0.1016411786646773,3,6,2,0,0,1,0,3,0,53.62,53.61999814507931
3.69,11,0.0577193805725011,7,6,1,0,0,0,0,3,0,63.93,63.9299968472
4.49,17,0.0271660212971926,2,0,0,0,1,0,2,4,1,165.28,165.25707561539733
8.0,9,0.061953070549059,3,11,0,5,0,0,0,1,1,129.13,129.12999966397345
14.86,5,0.1603193440500593,5,11,0,1,0,0,0,1,0,92.69,92.68999440092541
14.99,9,0.1030878206450725,2,10,0,3,0,0,5,1,0,145.41,145.4099997593993
6.99,5,0.1861022364217252,3,5,0,3,1,0,0,1,1,37.56,37.55999927774077
22.58,7,0.4111434814275309,3,11,0,0,0,0,0,3,0,54.92,54.92002169780628
2.48,5,0.0488092895099389,1,3,0,0,0,0,0,1,0,50.81,50.80999718155782
8.54,3,0.3768755516328331,4,6,0,0,0,0,0,2,0,22.66,22.660003956846836
20.98,15,0.1750083416750083,4,7,2,0,0,0,0,4,1,119.88,119.88000399700276
18.0,6,0.1609442060085837,1,8,1,0,2,0,0,0,0,111.84,111.84000603786629
16.6,2,0.6922435362802336,3,13,1,1,0,0,0,1,0,23.98,23.059756616779808
8.8,9,0.0858787937933053,4,27,7,0,1,0,0,2,0,102.47,102.52144764067472
32.0,7,0.280849569949096,3,9,0,0,0,0,0,4,6,113.94,119.1280471897605
0.95,11,0.0226029026885557,0,0,0,0,0,0,0,0,1,42.03,42.03000011851303
6.29,5,0.1401827501671495,1,7,0,1,0,0,0,9,0,44.87,43.08673689766306
65.7,9,0.3745083509091945,5,15,0,0,0,6,0,3,0,175.43,175.42999926908846
20.99,12,0.0242238892094633,2,0,0,0,0,0,0,4,0,866.5,866.4999962879796
10.84,6,0.1246836899010812,4,10,0,3,0,0,0,0,1,86.94,86.94000135566904
9.55,4,0.1922302737520129,4,4,0,1,0,0,0,0,0,49.68,47.97803034110402
8.99,9,0.0399733214762116,2,7,2,0,0,1,0,0,2,224.9,224.9000077162086
2.75,5,0.1211987659762009,2,3,0,0,0,0,0,5,0,22.69,22.690004877789832
11.17,17,0.067582284607938,2,0,0,0,1,0,2,4,1,165.28,165.27999753971557
10.0,11,0.0861697544161999,3,16,6,0,0,0,0,0,0,116.05,116.04999728173543
0.49,5,0.0212489158716392,3,6,3,0,0,0,0,3,0,23.06,24.85141739774312
8.22,3,0.3627537511032657,4,6,0,0,0,0,0,2,0,22.66,22.659994661169932
2.57,6,0.0184706051458962,2,6,1,2,0,0,1,0,0,139.14,129.5932541825075
6.69,5,0.2343257443082312,2,4,2,3,0,0,0,4,0,28.55,28.54999631809345
6.0,6,0.2600780234070221,0,0,0,0,0,0,0,0,0,23.07,23.070002490791595
6.0,7,0.0371149325745391,3,10,0,5,0,0,2,1,0,161.66,161.66000088586776
3.99,6,0.069391304347826,4,7,7,0,0,0,0,3,0,57.5,54.12198759631532
29.99,6,0.1847698847883679,4,4,0,0,0,0,1,1,3,162.31,162.31000065360038
48.99,4,0.7339325842696629,2,4,0,3,0,0,0,3,0,66.75,66.75000014725845
7.0,11,0.0993189557321225,3,12,1,0,0,0,0,1,3,70.48,70.4799985681285
11.79,5,0.1967623497997329,2,5,0,4,0,0,0,7,0,59.92,59.92000018801927
3.63,5,0.0103195360473049,3,18,3,0,0,0,0,0,0,351.76,351.7599980318296
1.49,11,0.0211407491486946,3,12,1,0,0,0,0,1,3,70.48,70.4800010892975
7.86,17,0.0475556631171345,2,0,0,0,1,0,2,4,1,165.28,165.27999876008172
11.79,6,0.1666666666666666,1,5,1,0,0,0,1,0,0,70.74000000000001,70.73997632400834
3.0,6,0.0920810313075506,1,1,0,0,0,0,0,0,0,32.58,32.58000239786821
8.95,7,0.1593093627625489,3,17,3,0,0,0,0,3,0,56.18,56.179999660573806
2.0,11,0.0312842171124667,7,6,1,0,0,0,0,3,0,63.93,63.92999707465448
5.5,8,0.0711697722567287,6,14,4,0,0,0,0,2,0,77.28,77.27999393414669
5.22,6,0.1215366705471478,3,0,1,0,0,0,0,4,0,42.95,42.94999806943957
10.74,6,0.2134764460345855,4,13,1,0,0,0,0,4,0,50.31,50.30999975986623
27.0,11,0.1568946481492242,1,0,0,1,3,0,1,3,2,172.09,172.08999743514306
7.27,4,0.0265667823862598,2,5,0,1,0,0,0,1,0,273.65000000000003,365.0279936626213
7.3,14,0.0519609936650295,3,4,0,0,0,1,0,0,0,140.49,140.33958864497137
2.0,7,0.0175530981218185,3,9,0,0,0,0,0,4,6,113.94,108.97499573765484
8.1,3,0.2550377833753148,4,8,3,0,0,0,0,1,0,31.76,31.760001726733478
10.23,6,0.3242472266244057,1,13,0,0,0,0,0,4,0,31.55,31.550002411298948
8.75,18,0.0699944004479641,3,1,0,0,2,0,0,8,0,125.01,125.0099958968297
13.67,5,0.291160809371672,3,7,0,0,0,0,0,0,0,46.95,46.94998840646724
8.25,2,0.4568106312292358,1,6,0,1,0,0,0,0,0,18.06,18.06000368991782
2.09,4,0.0728476821192053,0,0,0,0,0,1,0,0,0,28.69,28.94183498253858
1.49,18,0.0119190464762818,3,1,0,0,2,0,0,8,0,125.01,125.01000345029718
5.5,11,0.0736179895596305,4,11,1,3,1,0,0,0,1,74.71000000000001,74.71000342779055
6.44,6,0.1976672805402087,1,1,0,0,0,0,0,0,0,32.58,32.58000578693503
10.99,5,0.4843543411194358,2,3,0,0,0,0,0,5,0,22.69,24.720903291342623
30.03,7,0.2462484624846248,1,3,0,0,3,0,0,0,0,121.95,121.95000230875799
19.95,11,0.1496961056501838,3,11,0,4,0,0,0,0,0,133.27,133.26757839327647
3.99,3,0.1249217282404508,5,5,0,5,0,0,0,0,0,31.94,32.05933951992441
0.99,6,0.0230500582072176,3,0,1,0,0,0,0,4,0,42.95,42.95000019968229
12.0,6,0.231615518239722,3,11,0,0,0,0,0,1,0,51.81,48.81793373237812
10.0,2,0.4885197850512946,2,9,1,0,0,0,0,0,0,20.47,20.469994943565965
1.47,5,0.0336615525532402,3,8,2,0,0,0,1,3,0,43.67,39.864823699399295
17.99,3,0.3126520681265207,1,8,0,0,0,0,0,2,0,57.53999999999999,57.53999180449338
8.56,7,0.155863073561544,3,11,0,0,0,0,0,3,0,54.92,54.92001003986095
1.35,9,0.0587979094076655,0,0,0,0,0,0,0,0,0,22.96,22.960000817944604
2.7,4,0.0516055045871559,1,0,0,0,0,0,1,2,0,52.32,47.44945983581222
1.55,11,0.0133563119345109,3,16,6,0,0,0,0,0,0,116.05,116.05000665890284
11.56,5,0.1791137279206693,4,3,3,0,0,0,0,2,0,64.54,65.62281165241373
0.55,15,0.0045879212545879,4,7,2,0,0,0,0,4,1,119.88,119.87999948372321
13.51,8,0.0504594009113318,3,8,1,1,0,2,0,3,0,267.74,267.73999544240144
5.37,6,0.1477303988995873,3,7,0,3,0,0,0,1,0,36.35,36.350004814063595
28.22,4,0.7324162989878017,2,7,2,0,0,0,0,1,0,38.53,38.53000238045111
3.1,5,0.0670705322371267,3,10,0,2,1,0,0,2,0,46.22,46.219991861704685
1.49,4,0.05071477195371,3,6,3,0,0,0,0,1,0,29.380000000000003,29.379994629286884
12.22,4,0.415929203539823,3,6,3,0,0,0,0,1,0,29.380000000000003,29.380006490538477
4.4,11,0.0588943916477044,4,11,1,3,1,0,0,0,1,74.71000000000001,74.70999849880326
7.16,6,0.0764548852108916,4,2,0,0,0,0,3,4,0,93.65,93.64999749557373
20.35,5,0.2492956021070685,2,6,1,3,0,0,0,0,2,81.63,81.62999731145933
7.79,6,0.0877548721414892,4,13,0,1,0,1,0,2,0,88.77,88.76999747352409
7.8,5,0.1060647266793581,3,6,3,0,0,0,0,6,0,73.53999999999999,73.53999858155078
12.75,5,0.1493673851921274,2,7,1,0,0,0,0,0,0,85.36,82.47737268442486
22.1,11,0.3135641316685584,3,12,1,0,0,0,0,1,3,70.48,70.47999932402976
8.56,12,0.0098788228505481,2,0,0,0,0,0,0,4,0,866.5,865.9562635173145
6.0,5,0.010859925066517,0,0,0,0,0,0,0,0,0,552.49,552.4899993963495
4.5,5,0.1608866642831605,2,9,0,5,1,0,0,0,0,27.97,27.969995377643627
4.49,7,0.1541895604395604,2,10,0,0,0,0,0,1,0,29.12,29.12000308865717
18.2,7,0.1125819621427687,3,10,0,5,0,0,2,1,0,161.66,161.6599980742401
9.07,6,0.1282160022618037,1,5,1,0,0,0,1,0,0,70.74000000000001,70.74020702220557
1.09,18,0.0087193024558035,3,1,0,0,2,0,0,8,0,125.01,125.00999919109846
7.16,8,0.0812897366030881,1,8,0,0,0,0,0,0,0,88.08,88.0799575273692
1.25,5,0.0134858129248031,5,11,0,1,0,0,0,1,0,92.69,92.68999470086854
5.07,7,0.0294305450745922,3,11,3,0,0,0,1,1,0,172.27,172.27000124403594
6.11,6,0.0863726321741588,1,5,1,0,0,0,1,0,0,70.74000000000001,70.7399945132496
22.83,6,0.210920177383592,4,4,1,0,0,0,0,0,0,108.24,108.23996960374654
19.4,3,0.3371567605144248,1,8,0,0,0,0,0,2,0,57.53999999999999,52.780387438070065
8.66,6,0.1477311497782326,4,2,4,0,0,0,0,2,0,58.620000000000005,58.61999715951983
40.0,11,0.2324365157766285,1,0,0,1,3,0,1,3,2,172.09,172.09000009287365
1.8,5,0.0268256333830104,2,7,0,0,0,0,0,0,1,67.1,80.5169352360389
2.7,7,0.0167017196585426,3,10,0,5,0,0,2,1,0,161.66,141.75510181623633
8.98,6,0.0553262275891811,4,4,0,0,0,0,1,1,3,162.31,162.31000050901875
4.8,18,0.0383969282457403,3,1,0,0,2,0,0,8,0,125.01,125.00999760857123
7.54,6,0.06741773962804,1,8,1,0,2,0,0,0,0,111.84,111.84000291211555
10.0,9,0.1719099192023379,0,1,0,1,0,0,0,1,0,58.17,58.170000658995875
3.0,17,0.0181510164569215,2,0,0,0,1,0,2,4,1,165.28,165.2800005308138
7.0,5,0.1613646841862609,4,11,7,0,0,0,0,1,0,43.38,43.38000395259533
10.0,11,0.0861697544161999,3,16,6,0,0,0,0,0,0,116.05,116.04999728173543
7.9,14,0.0562317602676347,3,4,0,0,0,1,0,0,0,140.49,140.490000726464
33.95,5,0.3977272727272727,2,7,1,0,0,0,0,0,0,85.36,64.28258163503646
3.45,5,0.1104707012487992,4,4,0,0,0,0,0,2,0,31.23,31.229998920097557
1.77,6,0.0127210004312203,2,6,1,2,0,0,1,0,0,139.14,139.1399966387274
10.97,5,0.4593802345058626,3,6,0,0,0,0,0,0,0,23.880000000000003,23.879996976228952
23.98,5,0.1237549672291892,1,7,0,0,0,0,0,0,0,193.77,146.8281733483079
3.0,9,0.0232324014558971,3,11,0,5,0,0,0,1,1,129.13,129.1299967998981
40.0,5,0.5961251862891208,2,7,0,0,0,0,0,0,1,67.1,84.12659074181286
0.83,6,0.0121522693997071,5,12,7,0,0,0,0,1,0,68.3,68.30000168318983
13.71,5,0.2966248377325833,3,10,0,2,1,0,0,2,0,46.22,46.219996763682516
1.77,9,0.0137071168589793,3,11,0,5,0,0,0,1,1,129.13,129.13033231714735
15.16,10,0.2183179723502304,1,6,0,0,0,0,0,1,0,69.44,69.4399974922934
18.67,2,0.935370741482966,3,7,1,0,0,0,0,0,0,19.96,22.541508258551872
7.95,14,0.0565876574845184,3,4,0,0,0,1,0,0,0,140.49,140.490000726464
17.4,4,0.4328358208955223,5,10,0,0,0,0,0,1,0,40.2,40.74295275474411
4.75,6,0.0292649867537428,4,4,0,0,0,0,1,1,3,162.31,162.31000201862832
18.98,7,0.1665789011760576,3,9,0,0,0,0,0,4,6,113.94,113.93999999665759
20.82,5,0.5171385991058122,2,0,0,0,0,0,1,0,0,40.260000000000005,40.260003967976985
24.5,4,0.539053905390539,1,5,0,0,0,0,0,0,0,45.45,45.449994897940684
2.95,5,0.0457080880074372,4,3,3,0,0,0,0,2,0,64.54,77.61137345995303
6.68,8,0.0024890823185727,1,2,0,0,0,0,0,4,5,2683.7200000000003,2683.7199986066194
1.77,7,0.060782967032967,2,10,0,0,0,0,0,1,0,29.12,29.11999383941955
598.99,1,1.0,0,0,0,0,0,0,0,0,0,598.99,598.9899968078792
8.15,2,0.5383091149273448,1,0,3,0,0,0,0,0,1,15.14,15.140002069182302
9.49,2,0.5379818594104309,2,0,0,0,0,0,0,3,0,17.64,17.640001952968092
7.31,4,0.1466693418940609,2,1,0,0,0,0,0,0,0,49.84,49.8402123301869
9.86,4,0.3020833333333333,5,14,0,0,0,0,0,0,0,32.64,32.639999989643286
5.0,7,0.0307787011388119,5,5,0,0,2,0,0,2,1,162.45,167.89016880063815
16.09,4,0.3968919585594475,3,13,0,3,0,0,0,0,0,40.54,40.54000298539003
20.15,3,0.3501911713590546,1,8,0,0,0,0,0,2,0,57.53999999999999,57.54000288809832
9.84,8,0.0367520729065511,3,8,1,1,0,2,0,3,0,267.74,267.7400009746191
3.46,5,0.1500433651344319,3,6,3,0,0,0,0,3,0,23.06,23.06000251769281
15.01,10,0.0577130113811135,3,8,0,3,5,0,1,0,0,260.08,260.0799991568952
8.07,11,0.0695389918138733,3,16,6,0,0,0,0,0,0,116.05,116.04999655462562
2.9,6,0.0494711702490617,4,2,4,0,0,0,0,2,0,58.620000000000005,58.61999633239365
11.45,3,0.1317454838338511,3,14,0,5,0,0,0,0,0,86.91,86.90999948786764
39.5,4,0.5580672506357728,8,9,0,2,0,0,0,0,0,70.78,82.73491513001015
0.95,11,0.0226029026885557,0,0,0,0,0,0,0,0,1,42.03,42.03000011851303
17.13,5,0.0304533333333333,2,4,0,0,0,0,0,4,0,562.5,562.4999949165126
7.39,11,0.0636794485135717,3,16,6,0,0,0,0,0,0,116.05,116.05000567803192
6.4,6,0.0885078135804176,2,7,0,0,1,0,0,0,0,72.31,72.31122223420833
17.37,4,0.2981462409886715,3,7,0,5,0,0,0,1,0,58.260000000000005,58.26000268976338
8.43,6,0.0949645150388644,4,13,0,1,0,1,0,2,0,88.77,88.77000291412183
1.99,12,0.0022965954991344,2,0,0,0,0,0,0,4,0,866.5,865.4925240684195
3.0,4,0.0722543352601156,2,7,0,0,0,0,0,1,0,41.52,39.1195697243441
13.5,5,0.0383784398453491,3,18,3,0,0,0,0,0,0,351.76,351.7600007227732
2.25,11,0.0130745540124353,1,0,0,1,3,0,1,3,2,172.09,172.09000058753415
13.48,5,0.2823036649214659,1,3,0,0,0,0,0,0,0,47.75,47.75000727322602
7.57,18,0.060555155587553,3,1,0,0,2,0,0,8,0,125.01,125.00999973757364
9.1,8,0.1638458768455167,7,12,0,0,0,0,0,1,0,55.54,55.539999239195566
2.08,4,0.0661998726925525,4,4,1,0,0,0,0,2,0,31.42,31.420005484041297
14.23,4,0.2653860499813502,3,6,2,0,0,1,0,3,0,53.62,55.91760354048893
6.55,4,0.1629353233830845,5,10,0,0,0,0,0,1,0,40.2,39.533303958970905
0.99,8,0.0178249909974792,7,12,0,0,0,0,0,1,0,55.54,55.53999938226289
6.0,9,0.2613240418118467,0,0,0,0,0,0,0,0,0,22.96,22.959995875526758
6.96,9,0.1196493037648272,0,1,0,1,0,0,0,1,0,58.17,58.17000298442187
1.6,5,0.0028959800177378,0,0,0,0,0,0,0,0,0,552.49,218.66829651303175
4.15,2,0.1325031928480204,2,10,2,1,0,0,0,3,0,31.32,30.51537790373139
5.35,11,0.0836852807758485,7,6,1,0,0,0,0,3,0,63.93,63.92999712120017
3.29,3,0.1917249417249417,0,0,0,0,0,1,0,0,0,17.16,18.844135281088597
11.81,3,0.346232776311932,2,11,0,1,0,0,0,1,0,34.11,34.11000283051658
48.99,2,0.6972672929120409,1,5,0,1,0,0,0,1,0,70.26,72.5419684077267
0.99,6,0.036144578313253,4,5,0,0,0,0,0,2,0,27.39,27.390001973917606
19.45,9,0.1108704326511999,5,15,0,0,0,6,0,3,0,175.43,175.42999828464303
6.13,6,0.1066086956521739,4,7,7,0,0,0,0,3,0,57.5,57.50000122863204
11.9,4,0.1493099121706399,5,7,0,0,0,0,0,0,0,79.7,79.70000221560957
14.99,4,0.2572948849982835,3,7,0,5,0,0,0,1,0,58.260000000000005,58.25997984107862
15.94,5,0.3552484956541119,1,7,0,1,0,0,0,9,0,44.87,44.869998551063176
18.45,5,0.4253112033195021,4,11,7,0,0,0,0,1,0,43.38,41.68422289352377
10.0,8,0.129399585921325,6,14,4,0,0,0,0,2,0,77.28,77.14197130383388
2.0,11,0.0312842171124667,7,6,1,0,0,0,0,3,0,63.93,63.92999707465448
30.98,6,0.4379417585524455,1,5,1,0,0,0,1,0,0,70.74000000000001,62.196794523504146
1.49,5,0.0772020725388601,1,1,0,0,0,0,0,0,0,19.3,19.299997714579973
11.68,4,0.290547263681592,5,10,0,0,0,0,0,1,0,40.2,40.20026279388938
10.04,5,0.2673056443024493,3,5,0,3,1,0,0,1,1,37.56,37.559998861842544
1.0,6,0.0115021854152288,4,10,0,3,0,0,0,0,1,86.94,86.94000420363902
17.13,4,0.4225456339417858,3,13,0,3,0,0,0,0,0,40.54,40.53999568637735
14.99,9,0.1030878206450725,2,10,0,3,0,0,5,1,0,145.41,145.4099997593993
7.4,6,0.1003389830508474,4,21,4,0,0,0,0,2,0,73.75,73.74999966596693
5.05,6,0.0861480723302627,4,2,4,0,0,0,0,2,0,58.620000000000005,58.620006362884276
5.77,6,0.1509680795395081,1,7,0,0,0,0,0,0,0,38.22,38.219995029867135
3.99,18,0.0319174466042716,3,1,0,0,2,0,0,8,0,125.01,125.00999493411123
25.0,7,0.2194137265227312,3,9,0,0,0,0,0,4,6,113.94,123.76120051109218
1.59,9,0.028799130592284,2,11,1,0,0,0,0,0,0,55.21,55.210004600861474
22.22,5,0.3873104409970367,2,12,0,0,19,0,0,3,0,57.37,57.36999989050685
30.0,10,0.1153491233466625,3,8,0,3,5,0,1,0,0,260.08,260.2390796268148
10.98,3,0.2616777883698761,2,7,0,0,0,0,1,0,0,41.96,41.9600038698718
7.54,8,0.065576622021221,3,18,1,1,0,1,4,0,0,114.98,114.97999993033427
5.5,5,0.1464323748668796,3,5,0,3,1,0,0,1,1,37.56,37.560000128757665
9.1,5,0.318739054290718,2,4,2,3,0,0,0,4,0,28.55,28.549999494374532
10.69,5,0.2579633204633205,4,13,0,0,0,0,0,2,0,41.44,41.44000025821947
5.08,6,0.0365099899381917,2,6,1,2,0,0,1,0,0,139.14,139.13999888343145
14.98,5,0.1616139820908404,5,11,0,1,0,0,0,1,0,92.69,92.37805940350081
20.99,12,0.0242238892094633,2,0,0,0,0,0,0,4,0,866.5,866.4999962879796
