Venue_id,Total_Nbr_of_Items,Total_Price,Date_diff,Week_day_numeric,Nbr_trips_per_wk,Nbr_items_per_wk,Nbr_items_wk_perc,Expenditure_per_wk,Total_Exp_wk_perc,hour,Part_of_day_num,Payment_Type_num,Card_Source_num,Bread_receipt,Bread_wk,Bread_wk_perc,Bread_exp_receipt,Bread_exp_wk,Bread_wk_exp_perc,Cooked_meats_receipt,Cooked_meats_wk,Cooked_meats_wk_perc,Cooked_meats_exp_receipt,Cooked_meats_exp_wk,Raw_meats_receipt,Raw_meats_wk,Raw_meats_wk_perc,Raw_meats_exp_receipt,Raw_meats_exp_wk,Raw_meats_wk_exp_perc,Eating_out_receipt,Eating_out_wk,Eating_out_wk_perc,Eating_out_exp_receipt,Eating_out_exp_wk,Eating_out_wk_exp_perc,Snacks_receipt,Snacks_wk,Snacks_wk_perc,Snacks_exp_receipt,Snacks_exp_wk,Snacks_wk_exp_perc,Drinks_receipt,Drinks_wk,Drinks_wk_perc,Drinks_exp_receipt,Drinks_exp_wk,Drinks_wk_exp_perc,Vegetables_receipt,Vegetables_wk,Vegetables_wk_perc,Vegetables_exp_receipt,Vegetables_exp_wk,Vegetables_wk_exp_perc,Fruit_receipt,Fruit_wk,Fruit_wk_perc,Fruit_exp_receipt,Fruit_exp_wk,Fruit_wk_exp_perc,Cooking_base_receipt,Cooking_base_wk,Cooking_base_wk_perc,Cooking_base_exp_receipt,Cooking_base_exp_wk,Cooking_base_wk_exp_perc,Dairy_produce_receipt,Dairy_produce_wk,Dairy_produce_wk_perc,Dairy_produce_exp_receipt,Dairy_produce_exp_wk,Dairy_produce_wk_exp_perc,Seasoning_receipt,Seasoning_wk,Seasoning_wk_perc,Seasoning_exp_receipt,Seasoning_exp_wk,Seasoning_wk_exp_perc,Breakfast_receipt,Breakfast_wk,Breakfast_wk_perc,Breakfast_exp_receipt,Breakfast_exp_wk,Breakfast_wk_exp_perc,Transport_wk,Transport_wk_perc,Transport_exp_receipt,Transport_exp_wk,Transport_wk_exp_perc,DIY_receipt,DIY_wk,DIY_wk_perc,DIY_exp_receipt,DIY_exp_wk,DIY_wk_exp_perc,Electronics_receipt,Electronics_wk,Electronics_wk_perc,Electronics_exp_receipt,Electronics_exp_wk,Electronics_wk_exp_perc,Education_receipt,Education_wk,Education_wk_perc,Education_exp_receipt,Education_exp_wk,Education_wk_exp_perc,Tech_and_services_receipt,Tech_and_services_wk,Tech_and_services_wk_perc,Tech_and_services_exp_receipt,Tech_and_services_exp_wk,Tech_and_services_wk_exp_perc,Cosmetics_and_selfcare_receipt,Cosmetics_and_selfcare_wk,Cosmetics_and_selfcare_wk_perc,Cosmetics_and_selfcare_exp_receipt,Cosmetics_and_selfcare_exp_wk,Cosmetics_and_selfcare_wk_exp_perc,Clothes_and_shoes_receipt,Clothes_and_shoes_wk,Clothes_and_shoes_wk_perc,Clothes_and_shoes_exp_receipt,Clothes_and_shoes_exp_wk,Clothes_and_shoes_wk_exp_perc,House_and_kitchen_receipt,House_and_kitchen_wk,House_and_kitchen_wk_perc,House_and_kitchen_exp_receipt,House_and_kitchen_exp_wk,House_and_kitchen_wk_exp_perc
1,14.0,12.83,1.0,6,6.0,35.0,0.4,88.77,0.1445308099583192,17,2,0,0,1,2,0.5,0.45,2.24,0.2008928571428571,0,1,0.0,0.0,0.0,2,4,0.5,11.86,16.2,1.4641975308641977,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,11,13,0.8461538461538461,70.95,81.95,9.523489932885903,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
1,9.0,7.79,2.0,5,6.0,35.0,0.2571428571428571,88.77,0.0877548721414892,12,2,0,0,0,2,0.0,0.0,0.0,0.0,1,1,1.0,1.99,1.99,1,4,0.25,1.18,8.1,0.145679012345679,0,0,0.0,0.0,0.0,0.0,2,2,1.0,1.46,1.46,2.0,1,2,0.5,0.99,1.98,0.5,2,13,0.1538461538461538,2.0,14.9,0.2684563758389262,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,2,0.5,0.75,1.54,0.487012987012987,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
1,10.0,11.7,2.0,6,4.0,29.0,0.3448275862068966,32.64,0.3584558823529411,10,1,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,5,0.4,8.54,15.62,1.0934699103713188,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,1,1,1.0,0.85,0.85,1.0,5,14,0.3571428571428571,12.2,34.75,1.7553956834532372,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
12,1.0,3.29,0.0,5,3.0,3.0,0.3333333333333333,17.16,0.1917249417249417,13,2,0,3,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,2,0.5,3.29,6.27,0.5247208931419458,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
10,1.0,10.0,5.0,3,4.0,4.0,0.25,28.69,0.3485535029627048,8,1,0,4,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,1.0,10.0,10.0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
1,5.0,2.75,1.0,5,5.0,20.0,0.25,22.69,0.1211987659762009,12,2,0,0,2,4,0.5,0.98,1.96,0.5,0,0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,1,2,0.5,0.99,1.98,0.5,2,3,0.6666666666666666,1.56,2.8600000000000003,1.0909090909090908,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
1,4.0,1.0,1.0,3,3.0,15.0,0.2666666666666666,11.91,0.0839630562552476,15,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4,4,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,4,10,0.4,1.0,4.73,0.2114164904862579,0,0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
1,11.0,10.82,3.0,6,7.0,46.0,0.2391304347826087,113.94,0.0949622608390381,13,2,0,0,0,2,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,1,3,0.3333333333333333,4.69,7.77,0.6036036036036037,0,0,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,9,9,1.0,49.86,49.86,9.0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2,1.0,28.0,1.0,5,8.0,43.0,0.0232558139534883,267.74,0.1045790692462837,8,1,0,0,0,2,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,8,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,3,0.3333333333333333,18.003899999999714,37.84,0.7399577167019027,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2,21.809999999999945,36.42699999999999,2.0,2,5.0,56.0,0.5535714285714286,209.58,0.7077011165187518,15,2,0,1,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,8,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,30,31,0.967741935483871,18.003899999999714,42.66759999999967,0.9281877859558384,1,1,1.0,37.10139999999918,52.13859999999918,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
1,15.0,13.51,1.0,7,8.0,43.0,0.3488372093023256,267.74,0.0504594009113318,14,2,0,0,1,2,0.5,0.89,1.78,0.5,0,2,0.0,0.0,0.0,2,3,0.6666666666666666,10.14,12.5,1.6224,0,0,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,5,8,0.625,10.85,19.1,2.840314136125654,0,1,0.0,0.0,0.0,0.0,1,1,1.0,1.29,1.29,1.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,1.0,1.69,1.69,1.0,0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,1,3,0.3333333333333333,0.99,1.97,0.5025380710659898,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
1,6.0,6.34,3.0,3,4.0,28.0,0.2142857142857142,39.73,0.1595771457337024,8,1,0,0,1,3,0.3333333333333333,0.99,2.77,0.3574007220216606,1,1,1.0,1.45,1.45,2,4,0.5,4.72,15.619999999999996,0.6043533930857875,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,8,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2,4,0.5,1.54,3.12,0.4935897435897435,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2,1.0,7.22,0.0,4,5.0,56.0,0.0178571428571428,209.58,0.0344498520851226,15,2,0,0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,8,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,1,31,0.032258064516129,7.22,42.66759999999967,0.0718122140441615,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
3,10.0,15.0,1.0,5,9.0,56.0,0.136986301369863,102.47,0.146384307602225,12,2,0,0,0,2,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0,5,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0,27,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,7,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,10,10,1.0,15.0,15.0,1.0
1,9.0,8.43,2.0,1,6.0,35.0,0.2571428571428571,88.77,0.0949645150388644,8,1,0,0,0,2,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,1,4,0.25,0.99,8.1,0.1222222222222222,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,1,2,0.5,0.99,1.98,0.5,0,13,0.0,0.0,0.0,0.0,2,2,1.0,3.8,3.8,2.0,0,0,0.0,0.0,0.0,0.0,1,2,0.5,0.79,1.54,0.512987012987013,0,0,0.0,0.0,0.0,0.0,1,1,1.0,1.69,1.69,1.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2,2,1.0,1.08,1.08,1.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
1,11.0,15.16,1.0,4,10.0,32.0,0.34375,69.44,0.2183179723502304,17,2,0,0,1,2,0.5,0.89,1.88,0.473404255319149,1,3,0.3333333333333333,1.69,10.56,1,1,1.0,1.18,1.18,1.0,0,2,0.0,0.0,0.0,0.0,0,9,0.0,0.0,0.0,0.0,1,1,1.0,6.49,6.49,1.0,6,6,1.0,18.12,18.12,6.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,2,0.5,1.89,2.98,0.634228187919463,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
18,3.0,16.43,0.0,3,5.0,23.0,0.1304347826086956,57.37,0.2863866132124804,12,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,2,1.0,11.44,11.44,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,12,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
11,5.0,10.47,1.0,5,5.0,21.0,0.238095238095238,31.23,0.335254562920269,18,3,1,2,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,5,5,1.0,10.47,10.47,1.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
1,21.809999999999945,14.12,2.0,2,2.0,39.0,0.6410256410256411,24.1,0.5858921161825725,13,2,0,0,1,2,0.5,0.89,1.78,0.5,7,9,0.7777777777777778,23.17,47.25,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,6,12,0.5,13.14,26.28,3.0,0,0,0.0,0.0,0.0,0.0,8,9,0.8888888888888888,34.88,39.92,6.98997995991984,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,2,0.5,0.79,1.54,0.512987012987013,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
4,3.0,15.05,0.0,7,4.0,28.0,0.1071428571428571,39.73,0.3788069468915177,12,2,0,0,0,3,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,8,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,2,2,1.0,15.0,15.0,1.0,0,0,0.0,0.0,0.0,0.0
1,21.809999999999945,27.17,4.0,6,2.0,27.0,0.8148148148148148,31.32,0.8674968071519796,16,2,0,0,1,2,0.5,0.45,0.94,0.4787234042553192,0,0,0.0,0.0,0.0,2,2,1.0,11.86,11.86,2.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3,3,1.0,33.51,33.51,3.0,10,10,1.0,50.0,50.0,10.0,0,0,0.0,0.0,0.0,0.0,2,2,1.0,3.68,3.68,2.0,0,0,0.0,0.0,0.0,0.0,1,1,1.0,0.69,0.69,1.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,3,0.3333333333333333,0.49,1.47,0.3333333333333333,0,0,0.0,0.0,0.0,0.0,1,1,1.0,0.65,0.65,1.0
12,1.0,36.42699999999999,2.0,3,6.0,35.0,0.0285714285714285,88.77,0.4499267770643235,14,2,0,0,0,2,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,13,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,1.0,37.10139999999918,39.94,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
1,7.0,5.89,3.0,2,6.0,27.0,0.2592592592592592,27.39,0.2150419861263234,11,1,1,2,1,3,0.3333333333333333,0.99,3.73,0.2654155495978552,1,1,1.0,1.45,1.45,1,4,0.25,1.18,8.43,0.1399762752075919,0,0,0.0,0.0,0.0,0.0,2,6,0.3333333333333333,1.46,4.38,0.6666666666666666,0,2,0.0,0.0,0.0,0.0,0,5,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2,2,1.0,3.08,3.08,2.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
22,2.0,36.42699999999999,2.0,4,4.0,24.0,0.0833333333333333,273.65000000000003,0.9303124429015164,17,2,0,3,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,8,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2,2,1.0,254.58,254.58,1.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
12,1.0,36.42699999999999,1.0,6,8.0,43.0,0.0232558139534883,267.74,0.5227085978934787,23,4,0,4,0,2,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,8,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,2,0.5,37.10139999999918,52.13859999999918,0.8484903601309567,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
53,1.0,12.99,0.0,2,8.0,37.0,0.027027027027027,114.98,0.1129761697686554,0,0,0,3,0,2,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,18,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,1,4,0.25,12.99,27.98,0.25,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
1,3.0,1.47,1.0,3,5.0,29.0,0.1034482758620689,43.67,0.0336615525532402,13,2,0,0,1,4,0.25,0.49,1.96,0.25,0,0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,8,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2,3,0.6666666666666666,1.96,3.94,0.9949238578680204,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
