Date_diff,Nbr_items_per_wk,Expenditure_per_wk,Total_Exp_wk_perc,AVG_exp_item_per_wk,Bread_wk,Cooked_meats_wk,Raw_meats_wk,Eating_out_wk,Snacks_wk,Drinks_wk,Vegetables_wk,Fruit_wk,Cooking_base_wk,Dairy_produce_wk,Breakfast_wk,Transport_wk,Tech_and_services_wk,Cosmetics_and_selfcare_wk,House_and_kitchen_wk,Trips_response_lt_5,prediction_label,prediction_prob
1.0,11,42.03,0.0190340233166785,3.820909090909091,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0004768501281214461
1.0,40,145.41,0.0810123100199436,3.63525,0,1,2,0,9,2,10,5,0,0,3,0,0,1,0,0,0.0,0.0012435481530672732
0.0,37,114.98,0.1129761697686554,3.107567567567567,2,1,3,0,0,1,18,0,1,2,1,0,0,0,0,0,0.0,0.0019302422038551981
0.0,45,48.7,0.2494866529774127,1.0822222222222222,3,2,6,0,6,4,15,1,0,1,0,0,0,3,0,0,0.0,0.04446091986310399
0.0,45,48.7,0.1102669404517453,1.0822222222222222,3,2,6,0,6,4,15,1,0,1,0,0,0,3,0,0,0.0,0.026551216653134313
0.0,46,113.94,0.2194137265227312,2.4769565217391305,2,4,3,0,6,1,9,3,0,6,0,0,0,4,0,0,0.0,0.004826210310831464
1.0,53,119.88,0.0045879212545879,2.2618867924528305,0,1,4,1,2,6,7,4,2,1,0,0,0,4,4,0,0.0,0.001191884569615246
0.0,37,50.31,0.0469091631882329,1.3597297297297295,2,1,4,0,0,6,13,1,1,2,0,0,0,4,0,0,0.0,0.002611526592197678
0.0,7,13.34,0.5997001499250375,1.9057142857142857,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,1,1.0,0.9995778043442559
2.0,23,193.77,0.4805697476389534,8.424782608695653,2,2,1,0,1,2,7,0,0,2,0,0,2,0,0,0,0.0,0.02623646757811707
1.0,12,18.06,0.4568106312292358,1.505,1,1,1,0,0,1,6,0,0,0,1,0,0,0,0,1,1.0,0.9994346987866861
2.0,23,57.37,0.0322468188948928,2.4943478260869565,0,0,2,0,0,1,12,0,0,0,0,19,0,3,0,0,0.0,0.005493421360763022
31.0,1,32.99,1.0,32.99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,0.9999226707658293
3.0,31,58.260000000000005,0.2572948849982835,1.8793548387096777,1,2,3,1,3,2,7,2,0,1,5,0,0,1,0,1,1.0,0.9973139023246851
0.0,52,153.19,0.0978523402310855,2.9459615384615385,2,2,4,0,8,3,14,2,0,2,4,0,0,1,0,0,0.0,0.0007342846886758757
1.0,42,58.17,0.0847515901667526,1.385,0,0,0,0,6,8,1,9,0,0,1,0,1,1,0,0,0.0,0.001973054641743554
0.0,26,42.95,0.0230500582072176,1.6519230769230768,2,3,3,0,0,3,0,2,1,4,0,0,0,4,0,0,0.0,0.0018760463572739942
4.0,25,49.6,0.0239919354838709,1.984,1,1,2,1,2,2,9,0,1,1,1,0,0,1,0,0,0.0,0.009198329851693233
4.0,18,50.81,0.3737453257232828,2.822777777777778,2,1,1,1,3,3,3,0,0,2,0,0,0,1,0,0,0.0,0.006839810444143317
1.0,26,85.36,0.1493673851921274,3.2830769230769232,3,2,2,0,2,1,7,1,1,3,0,0,0,0,0,0,0.0,0.0598592235062469
0.0,23,38.22,0.2352171637885923,1.6617391304347826,3,2,1,0,1,2,7,2,0,2,0,0,0,0,0,0,0.0,0.021759743843608112
0.0,30,41.52,0.1842485549132948,1.384,2,2,2,0,7,1,7,3,0,2,0,0,0,1,1,1,1.0,0.9958216457614764
1.0,6,552.49,0.0028959800177378,92.08166666666666,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.005495093033834202
0.0,32,23.01,0.7092568448500652,0.7190624999999999,2,4,1,0,6,3,5,0,3,2,0,0,0,2,1,1,1.0,0.996530259833538
4.0,15,11.91,0.08816120906801,0.794,0,0,1,0,4,0,10,0,3,0,1,0,0,0,0,1,1.0,0.9994540098788094
6.0,36,70.78,0.1778751059621361,1.9661111111111111,2,1,8,0,2,2,9,7,0,2,2,0,0,0,0,1,1.0,0.9961555055119902
5.0,32,72.31,0.1393998063891577,2.2596875,2,3,2,0,8,1,7,0,0,2,0,1,0,0,0,0,0.0,0.010699490778347854
0.0,42,43.38,0.1613646841862609,1.0328571428571427,2,2,4,0,0,5,11,1,7,2,0,0,0,1,1,0,1.0,0.3858892789265093
0.0,15,23.880000000000003,0.4187604690117252,1.592,3,0,3,0,0,1,6,0,0,0,0,0,0,0,1,0,1.0,0.5509177271811613
1.0,25,224.9,0.0400177856825255,8.996,0,0,2,1,0,3,7,1,2,0,0,0,0,0,1,0,0.0,0.0007857441069348551
1.0,40,145.41,0.1030878206450725,3.63525,0,1,2,0,9,2,10,5,0,0,3,0,0,1,0,0,0.0,0.0016542787891020811
0.0,40,145.41,0.1718588817825459,3.63525,0,1,2,0,9,2,10,5,0,0,3,0,0,1,0,0,0.0,0.0013669838585228847
2.0,25,23.06,0.0212489158716392,0.9224,4,0,3,0,1,2,6,1,3,1,0,0,0,3,0,0,1.0,0.23855883612234807
1.0,22,154.93,0.0273026528109468,7.042272727272728,0,1,2,0,6,3,3,0,0,1,0,0,0,0,1,0,0.0,0.0011441120374343279
0.0,34,54.92,0.1201747997086671,1.6152941176470588,1,2,3,0,6,6,11,2,0,0,0,0,0,3,0,0,0.0,0.007142391229925952
3.0,39,30.19,0.6469029479960252,0.7741025641025642,2,2,3,0,12,2,10,0,0,6,0,0,0,1,0,1,1.0,0.9979888034090103
0.0,25,49.6,0.1610887096774193,1.984,1,1,2,1,2,2,9,0,1,1,1,0,0,1,0,0,0.0,0.005365878149390474
2.0,23,57.37,0.3873104409970367,2.4943478260869565,0,0,2,0,0,1,12,0,0,0,0,19,0,3,0,0,0.0,0.006841870843805
3.0,36,44.17,0.1381027846954947,1.2269444444444444,3,3,5,0,0,1,10,0,1,7,0,0,0,3,0,1,1.0,0.9960639844926537
3.0,31,58.620000000000005,0.1477311497782326,1.890967741935484,3,2,4,0,1,2,2,3,4,4,0,0,1,2,2,0,0.0,0.0180247099744163
3.0,15,23.880000000000003,0.0205192629815745,1.592,3,0,3,0,0,1,6,0,0,0,0,0,0,0,1,0,1.0,0.6159992511580341
1.0,35,88.77,0.1445308099583192,2.536285714285714,2,1,4,0,2,2,13,2,0,2,1,0,0,2,1,0,0.0,0.01728487010593008
2.0,11,41.96,0.2616777883698761,3.8145454545454553,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,1,1.0,0.9997626517661038
2.0,42,43.38,0.2865375749193177,1.0328571428571427,2,2,4,0,0,5,11,1,7,2,0,0,0,1,1,0,1.0,0.5062611548750614
2.0,43,51.81,0.231615518239722,1.2048837209302323,1,4,3,0,11,6,11,1,0,2,0,0,0,1,0,0,0.0,0.03098473256126846
1.0,35,29.380000000000003,0.4281824370319945,0.8394285714285715,2,4,3,0,7,2,6,0,3,3,0,0,0,1,0,1,1.0,0.9992140965253498
0.0,43,64.54,0.2070034087387666,1.5009302325581395,2,2,4,0,6,15,3,4,3,1,0,0,1,2,0,0,0.0,0.005112431009611626
1.0,11,52.32,0.2796253822629969,4.756363636363637,1,2,1,0,0,0,0,2,0,1,0,0,0,2,0,1,1.0,0.9991807134961929
2.0,29,43.67,0.4577513166933822,1.505862068965517,4,0,3,0,1,2,8,1,2,1,0,0,0,3,0,0,0.0,0.0751637825117407
0.0,11,42.03,0.0473471330002379,3.820909090909091,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0003780307655884614
4.0,27,23.98,0.6922435362802336,0.8881481481481481,2,0,3,0,0,0,13,1,1,1,1,0,0,1,0,1,1.0,0.9992713755303398
1.0,42,351.76,0.0284284739595178,8.375238095238094,2,1,3,0,0,1,18,2,3,2,0,0,1,0,0,0,0.0,0.0009486698197970104
1.0,28,92.69,0.5176394433056425,3.3103571428571428,2,2,5,0,2,1,11,0,0,1,1,0,0,1,0,0,0.0,0.016340925441470953
3.0,28,39.73,0.1595771457337024,1.4189285714285715,3,1,4,0,1,1,8,1,0,4,0,0,0,2,0,1,1.0,0.9991371630481819
2.0,30,41.52,0.0722543352601156,1.384,2,2,2,0,7,1,7,3,0,2,0,0,0,1,1,1,1.0,0.9935396218860106
1.0,31,2683.7200000000003,0.0011178513406763,86.57161290322581,1,2,1,0,6,4,2,1,0,1,0,0,2,4,0,0,0.0,0.0013167608337914356
0.0,46,165.28,0.0526379477250726,3.59304347826087,2,2,2,5,12,8,0,1,0,1,0,1,0,4,1,0,0.0,0.001499267673027867
1.0,44,129.13,0.0232324014558971,2.934772727272727,1,2,3,0,7,3,11,1,0,1,5,0,1,1,0,0,0.0,0.0015247149253557368
1.0,66,77.28,0.0578416149068322,1.170909090909091,3,3,6,0,14,10,14,0,4,3,0,0,0,2,0,0,0.0,0.002106772744421716
1.0,33,70.48,0.0283768444948921,2.135757575757576,0,0,3,1,1,5,12,0,1,0,0,0,0,1,0,0,0.0,0.0016484498309874843
2.0,51,55.54,0.3201296362981635,1.0890196078431371,0,2,7,0,7,4,12,0,0,3,0,0,0,1,0,0,1.0,0.27901668192952706
4.0,45,48.7,0.1924024640657083,1.0822222222222222,3,2,6,0,6,4,15,1,0,1,0,0,0,3,0,0,0.0,0.058747515664302426
1.0,53,55.21,0.0979894946567651,1.0416981132075471,2,4,2,0,11,12,11,1,1,3,0,0,0,0,0,0,0.0,0.05910867722294042
9.0,11,13.88,1.0,1.261818181818182,2,1,2,0,0,1,1,0,0,2,2,0,0,0,0,1,1.0,0.9993517804219981
3.0,46,113.94,0.1665789011760576,2.4769565217391305,2,4,3,0,6,1,9,3,0,6,0,0,0,4,0,0,0.0,0.005346049812113773
1.0,23,38.22,0.1378859236002093,1.6617391304347826,3,2,1,0,1,2,7,2,0,2,0,0,0,0,0,0,0.0,0.019460268817758995
0.0,28,172.09,0.0368411877505956,6.146071428571429,1,2,1,0,6,2,0,0,0,2,1,3,0,3,3,0,0.0,0.002526846164114695
1.0,50,57.5,0.1739130434782608,1.15,3,3,4,0,4,2,7,5,7,3,0,0,0,3,0,0,0.0,0.009379220636474136
0.0,20,22.69,0.1511679153812252,1.1345,4,0,2,0,1,2,3,1,0,0,0,0,0,5,0,0,0.0,0.0020011912628080768
1.0,32,69.44,0.0629320276497695,2.17,2,3,1,2,9,1,6,0,0,2,0,0,0,1,1,0,0.0,0.02502667442213177
2.0,18,49.14,0.2236467236467236,2.73,0,0,6,0,0,1,9,0,0,0,4,0,0,0,0,1,1.0,0.9995561690260064
0.0,28,39.73,0.3788069468915177,1.4189285714285715,3,1,4,0,1,1,8,1,0,4,0,0,0,2,0,1,1.0,0.9990330315746688
2.0,45,68.3,0.3912152269399707,1.5177777777777777,1,2,5,0,4,4,12,1,7,2,0,0,0,1,0,0,0.0,0.008249920821175353
3.0,21,90.99,0.120782503571821,4.332857142857144,1,2,2,0,6,1,1,2,0,2,0,0,1,0,0,1,1.0,0.9981580830734181
0.0,16,61.17,0.1858754291319274,3.823125,0,1,2,0,2,0,5,0,1,0,2,0,0,0,1,1,1.0,0.9884197421570926
0.0,42,43.38,0.4253112033195021,1.0328571428571427,2,2,4,0,0,5,11,1,7,2,0,0,0,1,1,0,1.0,0.43943173118501727
23.0,1,9.98,1.0,9.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.9998655212776484
0.0,24,38.53,0.0487931481962107,1.6054166666666667,1,1,2,0,2,2,7,1,2,3,0,0,0,1,0,1,1.0,0.9868589867407025
3.0,37,70.74000000000001,0.0863726321741588,1.911891891891892,1,4,1,0,8,4,5,5,1,2,0,0,0,0,1,0,0.0,0.011726032479153752
0.0,50,56.18,0.182627269490922,1.1236,0,0,3,0,14,4,17,0,3,0,0,0,0,3,0,0,0.0,0.007787258555527263
0.0,25,23.06,0.1730268863833478,0.9224,4,0,3,0,1,2,6,1,3,1,0,0,0,3,0,0,0.0,0.11518932891868489
1.0,32,69.44,0.2183179723502304,2.17,2,3,1,2,9,1,6,0,0,2,0,0,0,1,1,0,0.0,0.050721418772578894
0.0,33,70.48,0.0099318955732122,2.135757575757576,0,0,3,1,1,5,12,0,1,0,0,0,0,1,0,0,0.0,0.0011993958211191668
0.0,32,866.5,0.0070628967109059,27.078125,3,2,2,5,0,2,0,0,0,1,0,0,1,4,0,0,0.0,0.0022418596045980766
0.0,63,175.43,0.0683463489710995,2.7846031746031747,2,2,5,0,6,14,15,1,0,0,0,0,0,3,1,0,0.0,9.88966487327681e-05
0.0,32,866.5,0.013733410271206,27.078125,3,2,2,5,0,2,0,0,0,1,0,0,1,4,0,0,0.0,0.0022418596045980766
1.0,47,63.93,0.2864070076646332,1.3602127659574468,1,2,7,0,3,10,6,1,1,2,0,0,0,3,2,0,0.0,0.004407252603903057
3.0,17,70.26,0.3027327070879589,4.132941176470588,0,1,1,0,1,2,5,3,0,1,1,0,1,1,0,1,1.0,0.9882654247942261
4.0,34,31.42,0.2367918523233609,0.9241176470588236,1,2,4,0,6,0,4,1,1,3,0,0,0,2,0,1,1.0,0.9993562031411557
0.0,27,25.07,0.3988831272437176,0.9285185185185184,2,1,2,0,7,0,12,0,1,2,0,0,0,0,0,1,1.0,0.9996255431258959
0.0,63,175.43,0.0394459328507096,2.7846031746031747,2,2,5,0,6,14,15,1,0,0,0,0,0,3,1,0,0.0,9.88966487327681e-05
3.0,31,47.75,0.2823036649214659,1.5403225806451613,1,2,1,1,7,6,3,0,0,3,0,0,1,0,0,0,0.0,0.0022170012337856464
0.0,32,866.5,0.0051702250432775,27.078125,3,2,2,5,0,2,0,0,0,1,0,0,1,4,0,0,0.0,0.0022418596045980766
2.0,20,92.82,0.0377073906485671,4.641,1,1,1,0,4,3,1,4,0,1,0,0,1,0,2,0,0.0,0.007139547787028057
0.0,31,29.12,0.0339972527472527,0.9393548387096772,1,1,2,1,8,3,10,0,0,1,0,0,0,1,1,0,0.0,0.010416029996191263
3.0,41,110.23,0.10695817835435,2.6885365853658536,2,1,4,0,0,1,18,2,0,0,0,0,0,3,0,0,0.0,0.002089645964178014
2.0,51,55.54,0.1516024486856319,1.0890196078431371,0,2,7,0,7,4,12,0,0,3,0,0,0,1,0,0,0.0,0.1248783137592284
0.0,47,63.93,0.0312842171124667,1.3602127659574468,1,2,7,0,3,10,6,1,1,2,0,0,0,3,2,0,0.0,0.0018051876521358735
2.0,31,33.16,0.1200241254523522,1.0696774193548386,3,2,3,0,1,2,11,1,0,2,0,0,0,1,2,0,1.0,0.6769376796516817
1.0,37,70.74000000000001,0.4379417585524455,1.911891891891892,1,4,1,0,8,4,5,5,1,2,0,0,0,0,1,0,0.0,0.010292696201368506
0.0,31,58.260000000000005,0.2981462409886715,1.8793548387096777,1,2,3,1,3,2,7,2,0,1,5,0,0,1,0,1,1.0,0.9967803074773744
3.0,28,92.69,0.1469414176286546,3.3103571428571428,2,2,5,0,2,1,11,0,0,1,1,0,0,1,0,0,0.0,0.012964737248202901
0.0,31,365.69,0.0484563428040143,11.796451612903226,2,1,2,0,1,1,13,2,0,2,0,0,0,1,0,0,0.0,0.010782750658955356
0.0,36,172.27,0.0710512567481279,4.785277777777778,2,0,3,0,0,6,11,0,3,2,0,0,2,1,0,0,0.0,0.0029120174375767698
0.0,31,58.620000000000005,0.0861480723302627,1.890967741935484,3,2,4,0,1,2,2,3,4,4,0,0,1,2,2,0,0.0,0.009084889373713913
2.0,11,22.96,0.0696864111498257,2.0872727272727274,0,0,0,3,4,4,0,1,0,0,0,0,0,0,0,0,0.0,0.0024799126415437707
1.0,63,175.43,0.0582568545858747,2.7846031746031747,2,2,5,0,6,14,15,1,0,0,0,0,0,3,1,0,0.0,0.00013304890832843336
1.0,43,267.74,0.5227085978934787,6.2265116279069765,2,2,3,0,6,1,8,1,1,1,1,0,1,3,0,0,0.0,0.019711309918168746
0.0,36,161.66,0.0371149325745391,4.490555555555556,1,1,3,0,4,1,10,4,0,1,5,0,1,1,0,0,0.0,0.009959536687564087
2.0,50,57.5,0.204695652173913,1.15,3,3,4,0,4,2,7,5,7,3,0,0,0,3,0,0,0.0,0.01332649251837862
3.0,16,61.17,0.0326957658983161,3.823125,0,1,2,0,2,0,5,0,1,0,2,0,0,0,1,1,1.0,0.9886484217264251
2.0,32,31.55,0.0697305863708399,0.9859375,4,1,1,0,2,1,13,1,0,2,0,0,0,4,0,0,0.0,0.01553693418706943
1.0,28,172.09,0.0339938404323319,6.146071428571429,1,2,1,0,6,2,0,0,0,2,1,3,0,3,3,0,0.0,0.0027793961656297802
0.0,44,129.13,0.2729807171067916,2.934772727272727,1,2,3,0,7,3,11,1,0,1,5,0,1,1,0,0,0.0,0.005690260301957417
1.0,73,102.47,0.0225431833707426,1.4036986301369865,2,2,4,5,2,4,27,2,7,3,0,1,0,2,10,0,0.0,0.0016350834915100521
0.0,36,44.17,0.3980076975322617,1.2269444444444444,3,3,5,0,0,1,10,0,1,7,0,0,0,3,0,1,1.0,0.9952348926816889
1.0,50,56.18,0.0699537201851192,1.1236,0,0,3,0,14,4,17,0,3,0,0,0,0,3,0,0,0.0,0.01036387623935174
6.0,41,40.54,0.4225456339417858,0.988780487804878,1,1,3,0,8,6,13,3,0,1,3,0,0,0,2,1,1.0,0.9987722739649858
1.0,26,121.95,0.0900369003690036,4.690384615384615,0,0,1,0,10,3,3,0,0,0,0,3,0,0,0,0,0.0,0.0007207288215298536
2.0,32,36.35,0.2764786795048143,1.1359375,1,1,3,0,9,2,7,1,0,0,3,0,0,1,0,0,0.0,0.1102557912101633
0.0,46,165.28,0.0393272023233301,3.59304347826087,2,2,2,5,12,8,0,1,0,1,0,1,0,4,1,0,0.0,0.001499267673027867
0.0,47,133.27,0.0074285285510617,2.8355319148936173,1,3,3,0,7,3,11,3,0,2,4,0,0,0,0,0,0.0,0.0007883763297556175
2.0,30,31.04,0.1614046391752577,1.0346666666666666,2,1,2,0,0,0,14,1,1,3,2,0,0,2,0,1,1.0,0.9991758332933793
0.0,52,153.19,0.0750701742933611,2.9459615384615385,2,2,4,0,8,3,14,2,0,2,4,0,0,1,0,0,0.0,0.00039247147276729014
2.0,20,92.82,0.5277957336780866,4.641,1,1,1,0,4,3,1,4,0,1,0,0,1,0,2,0,0.0,0.01762873063058634
0.0,3,17.16,0.6346153846153847,5.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.9996470888394913
1.0,38,93.65,0.0189001601708489,2.4644736842105264,2,2,4,0,5,2,2,0,0,4,0,0,1,4,1,0,0.0,0.0015204397279367323
1.0,9,23.07,0.2600780234070221,2.563333333333333,0,0,0,2,2,2,0,1,0,1,0,0,0,0,0,0,0.0,0.003422906872646902
19.0,1,32.99,1.0,32.99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,0.9999226707658293
1.0,42,65.2,0.0969325153374233,1.5523809523809524,2,1,4,0,12,0,4,0,1,2,0,0,0,1,0,1,1.0,0.9972735073518277
0.0,45,63.38,0.0591669296307983,1.4084444444444444,1,2,3,1,14,4,6,1,2,1,0,0,1,1,1,0,0.0,0.002359168245064762
0.0,52,153.19,0.0717409752594817,2.9459615384615385,2,2,4,0,8,3,14,2,0,2,4,0,0,1,0,0,0.0,0.000394551636839494
0.0,11,42.03,0.0226029026885557,3.820909090909091,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0.0,0.00037801093005351643
1.0,24,49.84,0.6619181380417335,2.0766666666666667,3,2,2,0,4,1,1,1,0,3,0,0,1,0,0,1,1.0,0.9983762933391677
1.0,31,47.75,0.0940314136125654,1.5403225806451613,1,2,1,1,7,6,3,0,0,3,0,0,1,0,0,0,0.0,0.0014252855742466067
4.0,27,31.32,0.8674968071519796,1.16,2,0,2,0,0,3,10,0,2,0,1,0,0,3,1,1,1.0,0.9597680636276927
1.0,21,31.23,0.335254562920269,1.487142857142857,3,0,4,5,0,1,4,0,0,1,0,0,1,2,0,0,0.0,0.10033420918279982
3.0,9,23.07,0.0970957954052882,2.563333333333333,0,0,0,2,2,2,0,1,0,1,0,0,0,0,0,0,0.0,0.006673916488680695
3.0,30,53.4,0.3531835205992509,1.78,1,2,2,0,9,1,8,0,0,1,4,0,0,0,0,1,1.0,0.9965983211668856
2.0,37,114.98,0.208644981735954,3.107567567567567,2,1,3,0,0,1,18,0,1,2,1,0,0,0,0,0,0.0,0.0052249670961623034
2.0,29,33.03,0.4402058734483802,1.1389655172413793,2,2,3,0,4,1,8,1,0,4,0,0,0,0,0,1,1.0,0.9997024854666192
0.0,39,140.49,0.1830735283650081,3.6023076923076927,1,1,3,3,4,5,4,0,0,2,0,0,0,0,1,0,0.0,0.0006404273216975209
0.0,25,28.55,0.318739054290718,1.142,0,0,2,0,6,2,4,1,2,0,3,0,0,4,0,0,0.0,0.0030293857754802095
5.0,50,57.5,0.1415652173913043,1.15,3,3,4,0,4,2,7,5,7,3,0,0,0,3,0,0,0.0,0.015346330015467586
0.0,41,74.71000000000001,0.1872573952616784,1.82219512195122,2,2,4,0,5,1,11,2,1,2,3,1,0,0,0,0,0.0,0.003286608705718979
0.0,36,81.63,0.1102535832414553,2.2675,1,1,2,0,9,1,6,1,1,2,3,0,0,0,1,0,1.0,0.18010672291592186
3.0,11,22.96,0.0348432055749128,2.0872727272727274,0,0,0,3,4,4,0,1,0,0,0,0,0,0,0,0,0.0,0.004039457967994028
4.0,35,34.11,0.3605980650835532,0.9745714285714284,2,1,2,0,6,1,11,3,0,5,1,0,0,1,0,1,1.0,0.999126133262304
1.0,27,108.24,0.0303030303030303,4.0088888888888885,2,2,4,0,0,2,4,0,1,2,0,0,1,0,1,0,0.0,0.0029869683999726353
2.0,42,351.76,0.8641971798953832,8.375238095238094,2,1,3,0,0,1,18,2,3,2,0,0,1,0,0,0,0.0,0.006410002828785492
1.0,27,32.58,0.0920810313075506,1.2066666666666666,1,3,1,0,8,7,1,4,0,1,0,0,0,0,0,0,0.0,0.00475447254003696
2.0,31,29.12,0.0511675824175824,0.9393548387096772,1,1,2,1,8,3,10,0,0,1,0,0,0,1,1,0,0.0,0.018605497233086216
1.0,38,93.65,0.0875600640683395,2.4644736842105264,2,2,4,0,5,2,2,0,0,4,0,0,1,4,1,0,0.0,0.0015758570381659352
3.0,32,40.26,0.4113263785394933,1.258125,3,0,6,0,1,1,11,0,1,1,0,0,0,2,0,1,1.0,0.9997568938812044
0.0,32,69.44,0.0208813364055299,2.17,2,3,1,2,9,1,6,0,0,2,0,0,0,1,1,0,0.0,0.020957500243581395
2.0,32,69.44,0.1368087557603686,2.17,2,3,1,2,9,1,6,0,0,2,0,0,0,1,1,0,0.0,0.06593983546253168
2.0,31,39.49,0.0987591795391238,1.2738709677419355,2,2,5,0,2,0,7,1,1,2,3,0,0,0,0,1,1.0,0.9995963156287405
1.0,21,40.260000000000005,0.0322901142573273,1.9171428571428573,1,2,2,0,6,1,0,2,0,2,0,0,0,0,0,0,0.0,0.021099021562779027
0.0,56,125.01,0.0699944004479641,2.232321428571429,0,5,3,9,11,7,1,3,0,1,0,2,0,8,0,0,0.0,0.0006518657122341898
0.0,11,22.96,0.0587979094076655,2.0872727272727274,0,0,0,3,4,4,0,1,0,0,0,0,0,0,0,0,0.0,0.0008480047227476135
3.0,34,54.92,0.4111434814275309,1.6152941176470588,1,2,3,0,6,6,11,2,0,0,0,0,0,3,0,0,0.0,0.03155051350941498
2.0,32,162.31,0.1847698847883679,5.0721875,1,2,4,0,3,2,4,7,0,2,0,0,0,1,0,0,0.0,0.001213083371058968
0.0,38,93.65,0.2066203950880939,2.4644736842105264,2,2,4,0,5,2,2,0,0,4,0,0,1,4,1,0,0.0,0.0024435168207655603
0.0,27,32.58,0.0368324125230202,1.2066666666666666,1,3,1,0,8,7,1,4,0,1,0,0,0,0,0,0,0.0,0.003927316406108063
